"kommune_nr","bosetting","enhet","tabellvariabel","tabell_navn","aar"
"1511","bosatt","prosent","60","bosatt_anmodede","2014"
"1514","bosatt","prosent",".","bosatt_anmodede","2014"
"1515","bosatt","prosent","30","bosatt_anmodede","2014"
"1516","bosatt","prosent","75","bosatt_anmodede","2014"
"1517","bosatt","prosent","26.6666666666667","bosatt_anmodede","2014"
"1519","bosatt","prosent","103.333333333333","bosatt_anmodede","2014"
"1520","bosatt","prosent","63.3333333333333","bosatt_anmodede","2014"
"1523","bosatt","prosent","70","bosatt_anmodede","2014"
"1524","bosatt","prosent",".","bosatt_anmodede","2014"
"1525","bosatt","prosent",".","bosatt_anmodede","2014"
"1526","bosatt","prosent",".","bosatt_anmodede","2014"
"1528","bosatt","prosent",".","bosatt_anmodede","2014"
"1529","bosatt","prosent","60","bosatt_anmodede","2014"
"1531","bosatt","prosent","28","bosatt_anmodede","2014"
"1532","bosatt","prosent","66.6666666666667","bosatt_anmodede","2014"
"1534","bosatt","prosent","80","bosatt_anmodede","2014"
"1535","bosatt","prosent","46.6666666666667","bosatt_anmodede","2014"
"1539","bosatt","prosent",".","bosatt_anmodede","2014"
"1543","bosatt","prosent","100","bosatt_anmodede","2014"
"1545","bosatt","prosent",".","bosatt_anmodede","2014"
"1546","bosatt","prosent",".","bosatt_anmodede","2014"
"1547","bosatt","prosent",".","bosatt_anmodede","2014"
"1548","bosatt","prosent","20","bosatt_anmodede","2014"
"1551","bosatt","prosent",".","bosatt_anmodede","2014"
"1554","bosatt","prosent","40","bosatt_anmodede","2014"
"1557","bosatt","prosent",".","bosatt_anmodede","2014"
"1560","bosatt","prosent","120","bosatt_anmodede","2014"
"1563","bosatt","prosent","68.5714285714286","bosatt_anmodede","2014"
"1566","bosatt","prosent","166.666666666667","bosatt_anmodede","2014"
"1567","bosatt","prosent",".","bosatt_anmodede","2014"
"1571","bosatt","prosent","50","bosatt_anmodede","2014"
"1573","bosatt","prosent",".","bosatt_anmodede","2014"
"1576","bosatt","prosent","110","bosatt_anmodede","2014"
"1601","bosatt","prosent","104.666666666667","bosatt_anmodede","2014"
"1612","bosatt","prosent","70","bosatt_anmodede","2014"
"1613","bosatt","prosent",".","bosatt_anmodede","2014"
"1617","bosatt","prosent","66.6666666666667","bosatt_anmodede","2014"
"1620","bosatt","prosent",".","bosatt_anmodede","2014"
"1621","bosatt","prosent","66.6666666666667","bosatt_anmodede","2014"
"1622","bosatt","prosent",".","bosatt_anmodede","2014"
"1624","bosatt","prosent","80","bosatt_anmodede","2014"
"1627","bosatt","prosent","46.6666666666667","bosatt_anmodede","2014"
"1630","bosatt","prosent","70","bosatt_anmodede","2014"
"1632","bosatt","prosent",".","bosatt_anmodede","2014"
"1633","bosatt","prosent",".","bosatt_anmodede","2014"
"1634","bosatt","prosent","90","bosatt_anmodede","2014"
"1635","bosatt","prosent",".","bosatt_anmodede","2014"
"1636","bosatt","prosent","110","bosatt_anmodede","2014"
"1638","bosatt","prosent","66.6666666666667","bosatt_anmodede","2014"
"1640","bosatt","prosent","106.666666666667","bosatt_anmodede","2014"
"1644","bosatt","prosent",".","bosatt_anmodede","2014"
"1648","bosatt","prosent","53.3333333333333","bosatt_anmodede","2014"
"1653","bosatt","prosent","20","bosatt_anmodede","2014"
"1657","bosatt","prosent","35","bosatt_anmodede","2014"
"1662","bosatt","prosent","60","bosatt_anmodede","2014"
"1663","bosatt","prosent","23.3333333333333","bosatt_anmodede","2014"
"1664","bosatt","prosent","100","bosatt_anmodede","2014"
"1665","bosatt","prosent","90","bosatt_anmodede","2014"
"1702","bosatt","prosent","75.5555555555556","bosatt_anmodede","2014"
"1703","bosatt","prosent","102.5","bosatt_anmodede","2014"
"1711","bosatt","prosent","86.6666666666667","bosatt_anmodede","2014"
"1714","bosatt","prosent","111.111111111111","bosatt_anmodede","2014"
"1717","bosatt","prosent","100","bosatt_anmodede","2014"
"1718","bosatt","prosent","60","bosatt_anmodede","2014"
"1719","bosatt","prosent","106.666666666667","bosatt_anmodede","2014"
"1721","bosatt","prosent","100","bosatt_anmodede","2014"
"1724","bosatt","prosent","100","bosatt_anmodede","2014"
"1725","bosatt","prosent",".","bosatt_anmodede","2014"
"1736","bosatt","prosent","110","bosatt_anmodede","2014"
"1738","bosatt","prosent","140","bosatt_anmodede","2014"
"1739","bosatt","prosent",".","bosatt_anmodede","2014"
"1740","bosatt","prosent",".","bosatt_anmodede","2014"
"1742","bosatt","prosent","100","bosatt_anmodede","2014"
"1743","bosatt","prosent",".","bosatt_anmodede","2014"
"1744","bosatt","prosent","90","bosatt_anmodede","2014"
"1748","bosatt","prosent",".","bosatt_anmodede","2014"
"1749","bosatt","prosent",".","bosatt_anmodede","2014"
"1750","bosatt","prosent","106.666666666667","bosatt_anmodede","2014"
"1751","bosatt","prosent","90","bosatt_anmodede","2014"
"1755","bosatt","prosent",".","bosatt_anmodede","2014"
"1756","bosatt","prosent","65","bosatt_anmodede","2014"
"1804","bosatt","prosent","86.6666666666667","bosatt_anmodede","2014"
"1805","bosatt","prosent","90","bosatt_anmodede","2014"
"1811","bosatt","prosent",".","bosatt_anmodede","2014"
"1812","bosatt","prosent","53.3333333333333","bosatt_anmodede","2014"
"1813","bosatt","prosent","83.3333333333333","bosatt_anmodede","2014"
"1815","bosatt","prosent",".","bosatt_anmodede","2014"
"1816","bosatt","prosent","100","bosatt_anmodede","2014"
"1818","bosatt","prosent",".","bosatt_anmodede","2014"
"1820","bosatt","prosent","82.8571428571429","bosatt_anmodede","2014"
"1822","bosatt","prosent","100","bosatt_anmodede","2014"
"1824","bosatt","prosent","86.6666666666667","bosatt_anmodede","2014"
"1825","bosatt","prosent",".","bosatt_anmodede","2014"
"1826","bosatt","prosent","53.3333333333333","bosatt_anmodede","2014"
"1827","bosatt","prosent",".","bosatt_anmodede","2014"
"1828","bosatt","prosent","100","bosatt_anmodede","2014"
"1832","bosatt","prosent",".","bosatt_anmodede","2014"
"1833","bosatt","prosent","66","bosatt_anmodede","2014"
"1834","bosatt","prosent",".","bosatt_anmodede","2014"
"1835","bosatt","prosent",".","bosatt_anmodede","2014"
"1836","bosatt","prosent",".","bosatt_anmodede","2014"
"1837","bosatt","prosent","113.333333333333","bosatt_anmodede","2014"
"1838","bosatt","prosent","46.6666666666667","bosatt_anmodede","2014"
"1839","bosatt","prosent","60","bosatt_anmodede","2014"
"1840","bosatt","prosent","70","bosatt_anmodede","2014"
"1841","bosatt","prosent","92","bosatt_anmodede","2014"
"1845","bosatt","prosent",".","bosatt_anmodede","2014"
"1848","bosatt","prosent","90","bosatt_anmodede","2014"
"1849","bosatt","prosent","105","bosatt_anmodede","2014"
"1850","bosatt","prosent",".","bosatt_anmodede","2014"
"1851","bosatt","prosent","60","bosatt_anmodede","2014"
"1852","bosatt","prosent",".","bosatt_anmodede","2014"
"1853","bosatt","prosent","100","bosatt_anmodede","2014"
"1854","bosatt","prosent","86.6666666666667","bosatt_anmodede","2014"
"1856","bosatt","prosent",".","bosatt_anmodede","2014"
"1857","bosatt","prosent",".","bosatt_anmodede","2014"
"1859","bosatt","prosent",".","bosatt_anmodede","2014"
"1860","bosatt","prosent","100","bosatt_anmodede","2014"
"1865","bosatt","prosent","112.5","bosatt_anmodede","2014"
"1866","bosatt","prosent","68","bosatt_anmodede","2014"
"1867","bosatt","prosent","113.333333333333","bosatt_anmodede","2014"
"1868","bosatt","prosent",".","bosatt_anmodede","2014"
"1870","bosatt","prosent","88.5714285714286","bosatt_anmodede","2014"
"1871","bosatt","prosent","66.6666666666667","bosatt_anmodede","2014"
"1874","bosatt","prosent",".","bosatt_anmodede","2014"
"1902","bosatt","prosent","93.3333333333333","bosatt_anmodede","2014"
"1903","bosatt","prosent","85.7142857142857","bosatt_anmodede","2014"
"1911","bosatt","prosent","60","bosatt_anmodede","2014"
"1913","bosatt","prosent","70","bosatt_anmodede","2014"
"1917","bosatt","prosent","33.3333333333333","bosatt_anmodede","2014"
"1919","bosatt","prosent","50","bosatt_anmodede","2014"
"1920","bosatt","prosent","26.6666666666667","bosatt_anmodede","2014"
"1922","bosatt","prosent","73.3333333333333","bosatt_anmodede","2014"
"1923","bosatt","prosent","110","bosatt_anmodede","2014"
"1924","bosatt","prosent","60","bosatt_anmodede","2014"
"1925","bosatt","prosent","60","bosatt_anmodede","2014"
"1926","bosatt","prosent",".","bosatt_anmodede","2014"
"1927","bosatt","prosent","140","bosatt_anmodede","2014"
"1928","bosatt","prosent","100","bosatt_anmodede","2014"
"1929","bosatt","prosent","100","bosatt_anmodede","2014"
"1931","bosatt","prosent","67.5","bosatt_anmodede","2014"
"1933","bosatt","prosent",".","bosatt_anmodede","2014"
"1936","bosatt","prosent",".","bosatt_anmodede","2014"
"1938","bosatt","prosent",".","bosatt_anmodede","2014"
"1939","bosatt","prosent",".","bosatt_anmodede","2014"
"1940","bosatt","prosent",".","bosatt_anmodede","2014"
"1941","bosatt","prosent","50","bosatt_anmodede","2014"
"1942","bosatt","prosent","55","bosatt_anmodede","2014"
"1943","bosatt","prosent",".","bosatt_anmodede","2014"
"2002","bosatt","prosent",".","bosatt_anmodede","2014"
"2003","bosatt","prosent","103.333333333333","bosatt_anmodede","2014"
"2004","bosatt","prosent","113.333333333333","bosatt_anmodede","2014"
"2011","bosatt","prosent",".","bosatt_anmodede","2014"
"2012","bosatt","prosent","100","bosatt_anmodede","2014"
"2014","bosatt","prosent",".","bosatt_anmodede","2014"
"2015","bosatt","prosent",".","bosatt_anmodede","2014"
"2017","bosatt","prosent",".","bosatt_anmodede","2014"
"2018","bosatt","prosent",".","bosatt_anmodede","2014"
"2019","bosatt","prosent","120","bosatt_anmodede","2014"
"2020","bosatt","prosent","65","bosatt_anmodede","2014"
"2021","bosatt","prosent",".","bosatt_anmodede","2014"
"2022","bosatt","prosent",".","bosatt_anmodede","2014"
"2023","bosatt","prosent",".","bosatt_anmodede","2014"
"2024","bosatt","prosent",".","bosatt_anmodede","2014"
"2025","bosatt","prosent","93.3333333333333","bosatt_anmodede","2014"
"2027","bosatt","prosent","110","bosatt_anmodede","2014"
"2028","bosatt","prosent",".","bosatt_anmodede","2014"
"2030","bosatt","prosent","85","bosatt_anmodede","2014"
"9999","bosatt","prosent",".","bosatt_anmodede","2014"
