aar,naringsregion_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2010,07,1,1,2975,sysselsatte_kjonn_land,personer
2010,07,1,alle,4931,sysselsatte_kjonn_land,personer
2010,07,2,0,2996,sysselsatte_kjonn_land,personer
2010,07,2,1,3243,sysselsatte_kjonn_land,personer
2010,07,2,alle,6239,sysselsatte_kjonn_land,personer
2010,07,alle,0,39835,sysselsatte_kjonn_land,personer
2010,07,alle,1,43922,sysselsatte_kjonn_land,personer
2010,07,alle,alle,83757,sysselsatte_kjonn_land,personer
2010,08,1,0,1008,sysselsatte_kjonn_land,personer
2010,08,1,1,1665,sysselsatte_kjonn_land,personer
2010,08,1,alle,2673,sysselsatte_kjonn_land,personer
2010,08,2,0,1149,sysselsatte_kjonn_land,personer
2010,08,2,1,974,sysselsatte_kjonn_land,personer
2010,08,2,alle,2123,sysselsatte_kjonn_land,personer
2010,08,alle,0,21793,sysselsatte_kjonn_land,personer
2010,08,alle,1,24920,sysselsatte_kjonn_land,personer
2010,08,alle,alle,46713,sysselsatte_kjonn_land,personer
2010,09,1,0,12604,sysselsatte_kjonn_land,personer
2010,09,1,1,16852,sysselsatte_kjonn_land,personer
2010,09,1,alle,29456,sysselsatte_kjonn_land,personer
2010,09,2,0,18782,sysselsatte_kjonn_land,personer
2010,09,2,1,23272,sysselsatte_kjonn_land,personer
2010,09,2,alle,42054,sysselsatte_kjonn_land,personer
2010,09,alle,0,154744,sysselsatte_kjonn_land,personer
2010,09,alle,1,165122,sysselsatte_kjonn_land,personer
2010,09,alle,alle,319866,sysselsatte_kjonn_land,personer
2010,10,1,0,143,sysselsatte_kjonn_land,personer
2010,10,1,1,161,sysselsatte_kjonn_land,personer
2010,10,1,alle,304,sysselsatte_kjonn_land,personer
2010,10,2,0,98,sysselsatte_kjonn_land,personer
2010,10,2,1,57,sysselsatte_kjonn_land,personer
2010,10,2,alle,155,sysselsatte_kjonn_land,personer
2010,10,alle,0,3860,sysselsatte_kjonn_land,personer
2010,10,alle,1,4254,sysselsatte_kjonn_land,personer
2010,10,alle,alle,8114,sysselsatte_kjonn_land,personer
2010,11,1,0,356,sysselsatte_kjonn_land,personer
2010,11,1,1,427,sysselsatte_kjonn_land,personer
2010,11,1,alle,783,sysselsatte_kjonn_land,personer
2010,11,2,0,329,sysselsatte_kjonn_land,personer
2010,11,2,1,272,sysselsatte_kjonn_land,personer
2010,11,2,alle,601,sysselsatte_kjonn_land,personer
2010,11,alle,0,11573,sysselsatte_kjonn_land,personer
2010,11,alle,1,12910,sysselsatte_kjonn_land,personer
2010,11,alle,alle,24483,sysselsatte_kjonn_land,personer
2010,12,1,0,665,sysselsatte_kjonn_land,personer
2010,12,1,1,886,sysselsatte_kjonn_land,personer
2010,12,1,alle,1551,sysselsatte_kjonn_land,personer
2010,12,2,0,592,sysselsatte_kjonn_land,personer
2010,12,2,1,564,sysselsatte_kjonn_land,personer
2010,12,2,alle,1156,sysselsatte_kjonn_land,personer
2010,12,alle,0,20614,sysselsatte_kjonn_land,personer
2010,12,alle,1,22589,sysselsatte_kjonn_land,personer
2010,12,alle,alle,43203,sysselsatte_kjonn_land,personer
2010,13,1,0,290,sysselsatte_kjonn_land,personer
2010,13,1,1,346,sysselsatte_kjonn_land,personer
2010,13,1,alle,636,sysselsatte_kjonn_land,personer
2010,13,2,0,202,sysselsatte_kjonn_land,personer
2010,13,2,1,174,sysselsatte_kjonn_land,personer
2010,13,2,alle,376,sysselsatte_kjonn_land,personer
2010,13,alle,0,8168,sysselsatte_kjonn_land,personer
2010,13,alle,1,8888,sysselsatte_kjonn_land,personer
2010,13,alle,alle,17056,sysselsatte_kjonn_land,personer
2010,14,1,0,503,sysselsatte_kjonn_land,personer
2010,14,1,1,640,sysselsatte_kjonn_land,personer
2010,14,1,alle,1143,sysselsatte_kjonn_land,personer
2010,14,2,0,564,sysselsatte_kjonn_land,personer
2010,14,2,1,528,sysselsatte_kjonn_land,personer
2010,14,2,alle,1092,sysselsatte_kjonn_land,personer
2010,14,alle,0,16645,sysselsatte_kjonn_land,personer
2010,14,alle,1,18601,sysselsatte_kjonn_land,personer
2010,14,alle,alle,35246,sysselsatte_kjonn_land,personer
2010,15,1,0,191,sysselsatte_kjonn_land,personer
2010,15,1,1,293,sysselsatte_kjonn_land,personer
2010,15,1,alle,484,sysselsatte_kjonn_land,personer
2010,15,2,0,195,sysselsatte_kjonn_land,personer
2010,15,2,1,184,sysselsatte_kjonn_land,personer
2010,15,2,alle,379,sysselsatte_kjonn_land,personer
2010,15,alle,0,6866,sysselsatte_kjonn_land,personer
2010,15,alle,1,7619,sysselsatte_kjonn_land,personer
2010,15,alle,alle,14485,sysselsatte_kjonn_land,personer
2010,16,1,0,347,sysselsatte_kjonn_land,personer
2010,16,1,1,428,sysselsatte_kjonn_land,personer
2010,16,1,alle,775,sysselsatte_kjonn_land,personer
2010,16,2,0,335,sysselsatte_kjonn_land,personer
2010,16,2,1,337,sysselsatte_kjonn_land,personer
2010,16,2,alle,672,sysselsatte_kjonn_land,personer
2010,16,alle,0,9501,sysselsatte_kjonn_land,personer
2010,16,alle,1,10148,sysselsatte_kjonn_land,personer
2010,16,alle,alle,19649,sysselsatte_kjonn_land,personer
2010,17,1,0,121,sysselsatte_kjonn_land,personer
2010,17,1,1,164,sysselsatte_kjonn_land,personer
2010,17,1,alle,285,sysselsatte_kjonn_land,personer
2010,17,2,0,54,sysselsatte_kjonn_land,personer
2010,17,2,1,38,sysselsatte_kjonn_land,personer
2010,17,2,alle,92,sysselsatte_kjonn_land,personer
2010,17,alle,0,3138,sysselsatte_kjonn_land,personer
2010,17,alle,1,3713,sysselsatte_kjonn_land,personer
2010,17,alle,alle,6851,sysselsatte_kjonn_land,personer
2010,18,1,0,109,sysselsatte_kjonn_land,personer
2010,18,1,1,163,sysselsatte_kjonn_land,personer
2010,18,1,alle,272,sysselsatte_kjonn_land,personer
2010,18,2,0,77,sysselsatte_kjonn_land,personer
2010,18,2,1,44,sysselsatte_kjonn_land,personer
2010,18,2,alle,121,sysselsatte_kjonn_land,personer
2010,18,alle,0,4538,sysselsatte_kjonn_land,personer
2010,18,alle,1,5293,sysselsatte_kjonn_land,personer
2010,18,alle,alle,9831,sysselsatte_kjonn_land,personer
2010,19,1,0,192,sysselsatte_kjonn_land,personer
2010,19,1,1,222,sysselsatte_kjonn_land,personer
2010,19,1,alle,414,sysselsatte_kjonn_land,personer
2010,19,2,0,82,sysselsatte_kjonn_land,personer
2010,19,2,1,83,sysselsatte_kjonn_land,personer
2010,19,2,alle,165,sysselsatte_kjonn_land,personer
2010,19,alle,0,4484,sysselsatte_kjonn_land,personer
2010,19,alle,1,5029,sysselsatte_kjonn_land,personer
2010,19,alle,alle,9513,sysselsatte_kjonn_land,personer
2010,20,1,0,1995,sysselsatte_kjonn_land,personer
2010,20,1,1,3353,sysselsatte_kjonn_land,personer
2010,20,1,alle,5348,sysselsatte_kjonn_land,personer
2010,20,2,0,2837,sysselsatte_kjonn_land,personer
2010,20,2,1,2967,sysselsatte_kjonn_land,personer
2010,20,2,alle,5804,sysselsatte_kjonn_land,personer
2010,20,alle,0,40906,sysselsatte_kjonn_land,personer
2010,20,alle,1,45054,sysselsatte_kjonn_land,personer
2010,20,alle,alle,85960,sysselsatte_kjonn_land,personer
2010,21,1,0,462,sysselsatte_kjonn_land,personer
2010,21,1,1,510,sysselsatte_kjonn_land,personer
2010,21,1,alle,972,sysselsatte_kjonn_land,personer
2010,21,2,0,169,sysselsatte_kjonn_land,personer
2010,21,2,1,146,sysselsatte_kjonn_land,personer
2010,21,2,alle,315,sysselsatte_kjonn_land,personer
2010,21,alle,0,5261,sysselsatte_kjonn_land,personer
2010,21,alle,1,5808,sysselsatte_kjonn_land,personer
2010,21,alle,alle,11069,sysselsatte_kjonn_land,personer
2010,22,1,0,408,sysselsatte_kjonn_land,personer
2010,22,1,1,521,sysselsatte_kjonn_land,personer
2010,22,1,alle,929,sysselsatte_kjonn_land,personer
2010,22,2,0,353,sysselsatte_kjonn_land,personer
2010,22,2,1,348,sysselsatte_kjonn_land,personer
2010,22,2,alle,701,sysselsatte_kjonn_land,personer
2010,22,alle,0,7845,sysselsatte_kjonn_land,personer
2010,22,alle,1,9006,sysselsatte_kjonn_land,personer
2010,22,alle,alle,16851,sysselsatte_kjonn_land,personer
2010,23,1,0,150,sysselsatte_kjonn_land,personer
2010,23,1,1,223,sysselsatte_kjonn_land,personer
2010,23,1,alle,373,sysselsatte_kjonn_land,personer
2010,23,2,0,96,sysselsatte_kjonn_land,personer
2010,23,2,1,75,sysselsatte_kjonn_land,personer
2010,23,2,alle,171,sysselsatte_kjonn_land,personer
2010,23,alle,0,4478,sysselsatte_kjonn_land,personer
2010,23,alle,1,5130,sysselsatte_kjonn_land,personer
2010,23,alle,alle,9608,sysselsatte_kjonn_land,personer
2010,24,1,0,378,sysselsatte_kjonn_land,personer
2010,24,1,1,549,sysselsatte_kjonn_land,personer
2010,24,1,alle,927,sysselsatte_kjonn_land,personer
2010,24,2,0,397,sysselsatte_kjonn_land,personer
2010,24,2,1,292,sysselsatte_kjonn_land,personer
2010,24,2,alle,689,sysselsatte_kjonn_land,personer
2010,24,alle,0,8593,sysselsatte_kjonn_land,personer
2010,24,alle,1,9308,sysselsatte_kjonn_land,personer
2010,24,alle,alle,17901,sysselsatte_kjonn_land,personer
2010,25,1,0,1417,sysselsatte_kjonn_land,personer
2010,25,1,1,1953,sysselsatte_kjonn_land,personer
2010,25,1,alle,3370,sysselsatte_kjonn_land,personer
2010,25,2,0,1305,sysselsatte_kjonn_land,personer
2010,25,2,1,1143,sysselsatte_kjonn_land,personer
2010,25,2,alle,2448,sysselsatte_kjonn_land,personer
2010,25,alle,0,30820,sysselsatte_kjonn_land,personer
2010,25,alle,1,33422,sysselsatte_kjonn_land,personer
2010,25,alle,alle,64242,sysselsatte_kjonn_land,personer
2010,26,1,0,935,sysselsatte_kjonn_land,personer
2010,26,1,1,1274,sysselsatte_kjonn_land,personer
2010,26,1,alle,2209,sysselsatte_kjonn_land,personer
2010,26,2,0,1011,sysselsatte_kjonn_land,personer
2010,26,2,1,962,sysselsatte_kjonn_land,personer
2010,26,2,alle,1973,sysselsatte_kjonn_land,personer
2010,26,alle,0,20346,sysselsatte_kjonn_land,personer
2010,26,alle,1,22374,sysselsatte_kjonn_land,personer
2010,26,alle,alle,42720,sysselsatte_kjonn_land,personer
2010,27,1,0,794,sysselsatte_kjonn_land,personer
2010,27,1,1,1200,sysselsatte_kjonn_land,personer
2010,27,1,alle,1994,sysselsatte_kjonn_land,personer
2010,27,2,0,1376,sysselsatte_kjonn_land,personer
2010,27,2,1,1214,sysselsatte_kjonn_land,personer
2010,27,2,alle,2590,sysselsatte_kjonn_land,personer
2010,27,alle,0,27479,sysselsatte_kjonn_land,personer
2010,27,alle,1,29905,sysselsatte_kjonn_land,personer
2010,27,alle,alle,57384,sysselsatte_kjonn_land,personer
2010,28,1,0,146,sysselsatte_kjonn_land,personer
2010,28,1,1,135,sysselsatte_kjonn_land,personer
2010,28,1,alle,281,sysselsatte_kjonn_land,personer
2010,28,2,0,137,sysselsatte_kjonn_land,personer
2010,28,2,1,104,sysselsatte_kjonn_land,personer
2010,28,2,alle,241,sysselsatte_kjonn_land,personer
2010,28,alle,0,3785,sysselsatte_kjonn_land,personer
2010,28,alle,1,4167,sysselsatte_kjonn_land,personer
2010,28,alle,alle,7952,sysselsatte_kjonn_land,personer
2010,29,1,0,154,sysselsatte_kjonn_land,personer
2010,29,1,1,220,sysselsatte_kjonn_land,personer
2010,29,1,alle,374,sysselsatte_kjonn_land,personer
2010,29,2,0,191,sysselsatte_kjonn_land,personer
2010,29,2,1,139,sysselsatte_kjonn_land,personer
2010,29,2,alle,330,sysselsatte_kjonn_land,personer
2010,29,alle,0,4665,sysselsatte_kjonn_land,personer
2010,29,alle,1,4974,sysselsatte_kjonn_land,personer
2010,29,alle,alle,9639,sysselsatte_kjonn_land,personer
2010,30,1,0,171,sysselsatte_kjonn_land,personer
2010,30,1,1,186,sysselsatte_kjonn_land,personer
2010,30,1,alle,357,sysselsatte_kjonn_land,personer
2010,30,2,0,77,sysselsatte_kjonn_land,personer
2010,30,2,1,51,sysselsatte_kjonn_land,personer
2010,30,2,alle,128,sysselsatte_kjonn_land,personer
2010,30,alle,0,3546,sysselsatte_kjonn_land,personer
2010,30,alle,1,3997,sysselsatte_kjonn_land,personer
2010,30,alle,alle,7543,sysselsatte_kjonn_land,personer
2010,31,1,0,76,sysselsatte_kjonn_land,personer
2010,31,1,1,128,sysselsatte_kjonn_land,personer
2010,31,1,alle,204,sysselsatte_kjonn_land,personer
2010,31,2,0,62,sysselsatte_kjonn_land,personer
2010,31,2,1,50,sysselsatte_kjonn_land,personer
2010,31,2,alle,112,sysselsatte_kjonn_land,personer
2010,31,alle,0,1697,sysselsatte_kjonn_land,personer
2010,31,alle,1,1944,sysselsatte_kjonn_land,personer
2010,31,alle,alle,3641,sysselsatte_kjonn_land,personer
2010,32,1,0,791,sysselsatte_kjonn_land,personer
2010,32,1,1,1139,sysselsatte_kjonn_land,personer
2010,32,1,alle,1930,sysselsatte_kjonn_land,personer
2010,32,2,0,745,sysselsatte_kjonn_land,personer
2010,32,2,1,714,sysselsatte_kjonn_land,personer
2010,32,2,alle,1459,sysselsatte_kjonn_land,personer
2010,32,alle,0,19994,sysselsatte_kjonn_land,personer
2010,32,alle,1,22334,sysselsatte_kjonn_land,personer
2010,32,alle,alle,42328,sysselsatte_kjonn_land,personer
2010,33,1,0,324,sysselsatte_kjonn_land,personer
2010,33,1,1,422,sysselsatte_kjonn_land,personer
2010,33,1,alle,746,sysselsatte_kjonn_land,personer
2010,33,2,0,304,sysselsatte_kjonn_land,personer
2010,33,2,1,241,sysselsatte_kjonn_land,personer
2010,33,2,alle,545,sysselsatte_kjonn_land,personer
2010,33,alle,0,8229,sysselsatte_kjonn_land,personer
2010,33,alle,1,9402,sysselsatte_kjonn_land,personer
2010,33,alle,alle,17631,sysselsatte_kjonn_land,personer
2010,34,1,0,207,sysselsatte_kjonn_land,personer
2010,34,1,1,318,sysselsatte_kjonn_land,personer
2010,34,1,alle,525,sysselsatte_kjonn_land,personer
2010,34,2,0,196,sysselsatte_kjonn_land,personer
2010,34,2,1,129,sysselsatte_kjonn_land,personer
2010,34,2,alle,325,sysselsatte_kjonn_land,personer
2010,34,alle,0,5484,sysselsatte_kjonn_land,personer
2010,34,alle,1,6309,sysselsatte_kjonn_land,personer
2010,34,alle,alle,11793,sysselsatte_kjonn_land,personer
2010,35,1,0,1139,sysselsatte_kjonn_land,personer
2010,35,1,1,1769,sysselsatte_kjonn_land,personer
2010,35,1,alle,2908,sysselsatte_kjonn_land,personer
2010,35,2,0,1843,sysselsatte_kjonn_land,personer
2010,35,2,1,1972,sysselsatte_kjonn_land,personer
2010,35,2,alle,3815,sysselsatte_kjonn_land,personer
2010,35,alle,0,30282,sysselsatte_kjonn_land,personer
2010,35,alle,1,34114,sysselsatte_kjonn_land,personer
2010,35,alle,alle,64396,sysselsatte_kjonn_land,personer
2010,36,1,0,186,sysselsatte_kjonn_land,personer
2010,36,1,1,409,sysselsatte_kjonn_land,personer
2010,36,1,alle,595,sysselsatte_kjonn_land,personer
2010,36,2,0,209,sysselsatte_kjonn_land,personer
2010,36,2,1,150,sysselsatte_kjonn_land,personer
2010,36,2,alle,359,sysselsatte_kjonn_land,personer
2010,36,alle,0,5597,sysselsatte_kjonn_land,personer
2010,36,alle,1,6643,sysselsatte_kjonn_land,personer
2010,36,alle,alle,12240,sysselsatte_kjonn_land,personer
2010,37,1,0,817,sysselsatte_kjonn_land,personer
2010,37,1,1,1921,sysselsatte_kjonn_land,personer
2010,37,1,alle,2738,sysselsatte_kjonn_land,personer
2010,37,2,0,847,sysselsatte_kjonn_land,personer
2010,37,2,1,711,sysselsatte_kjonn_land,personer
2010,37,2,alle,1558,sysselsatte_kjonn_land,personer
2010,37,alle,0,23017,sysselsatte_kjonn_land,personer
2010,37,alle,1,26767,sysselsatte_kjonn_land,personer
2010,37,alle,alle,49784,sysselsatte_kjonn_land,personer
2010,38,1,0,283,sysselsatte_kjonn_land,personer
2010,38,1,1,470,sysselsatte_kjonn_land,personer
2010,38,1,alle,753,sysselsatte_kjonn_land,personer
2010,38,2,0,197,sysselsatte_kjonn_land,personer
2010,38,2,1,114,sysselsatte_kjonn_land,personer
2010,38,2,alle,311,sysselsatte_kjonn_land,personer
2010,38,alle,0,5531,sysselsatte_kjonn_land,personer
2010,38,alle,1,6352,sysselsatte_kjonn_land,personer
2010,38,alle,alle,11883,sysselsatte_kjonn_land,personer
2010,39,1,0,4361,sysselsatte_kjonn_land,personer
2010,39,1,1,8273,sysselsatte_kjonn_land,personer
2010,39,1,alle,12634,sysselsatte_kjonn_land,personer
2010,39,2,0,4390,sysselsatte_kjonn_land,personer
2010,39,2,1,4986,sysselsatte_kjonn_land,personer
2010,39,2,alle,9376,sysselsatte_kjonn_land,personer
2010,39,alle,0,73222,sysselsatte_kjonn_land,personer
2010,39,alle,1,84572,sysselsatte_kjonn_land,personer
2010,39,alle,alle,157794,sysselsatte_kjonn_land,personer
2010,40,1,0,3041,sysselsatte_kjonn_land,personer
2010,40,1,1,4996,sysselsatte_kjonn_land,personer
2010,40,1,alle,8037,sysselsatte_kjonn_land,personer
2010,40,2,0,3527,sysselsatte_kjonn_land,personer
2010,40,2,1,3954,sysselsatte_kjonn_land,personer
2010,40,2,alle,7481,sysselsatte_kjonn_land,personer
2010,40,alle,0,64885,sysselsatte_kjonn_land,personer
2010,40,alle,1,71724,sysselsatte_kjonn_land,personer
2010,40,alle,alle,136609,sysselsatte_kjonn_land,personer
2010,41,1,0,209,sysselsatte_kjonn_land,personer
2010,41,1,1,380,sysselsatte_kjonn_land,personer
2010,41,1,alle,589,sysselsatte_kjonn_land,personer
2010,41,2,0,181,sysselsatte_kjonn_land,personer
2010,41,2,1,103,sysselsatte_kjonn_land,personer
2010,41,2,alle,284,sysselsatte_kjonn_land,personer
2010,41,alle,0,5717,sysselsatte_kjonn_land,personer
2010,41,alle,1,6507,sysselsatte_kjonn_land,personer
2010,41,alle,alle,12224,sysselsatte_kjonn_land,personer
2010,42,1,0,235,sysselsatte_kjonn_land,personer
2010,42,1,1,352,sysselsatte_kjonn_land,personer
2010,42,1,alle,587,sysselsatte_kjonn_land,personer
2010,42,2,0,177,sysselsatte_kjonn_land,personer
2010,42,2,1,90,sysselsatte_kjonn_land,personer
2010,42,2,alle,267,sysselsatte_kjonn_land,personer
2010,42,alle,0,5452,sysselsatte_kjonn_land,personer
2010,42,alle,1,6273,sysselsatte_kjonn_land,personer
2010,42,alle,alle,11725,sysselsatte_kjonn_land,personer
2010,43,1,0,75,sysselsatte_kjonn_land,personer
2010,43,1,1,121,sysselsatte_kjonn_land,personer
2010,43,1,alle,196,sysselsatte_kjonn_land,personer
2010,43,2,0,81,sysselsatte_kjonn_land,personer
2010,43,2,1,69,sysselsatte_kjonn_land,personer
2010,43,2,alle,150,sysselsatte_kjonn_land,personer
2010,43,alle,0,3454,sysselsatte_kjonn_land,personer
2010,43,alle,1,3738,sysselsatte_kjonn_land,personer
2010,43,alle,alle,7192,sysselsatte_kjonn_land,personer
2010,44,1,0,256,sysselsatte_kjonn_land,personer
2010,44,1,1,601,sysselsatte_kjonn_land,personer
2010,44,1,alle,857,sysselsatte_kjonn_land,personer
2010,44,2,0,198,sysselsatte_kjonn_land,personer
2010,44,2,1,107,sysselsatte_kjonn_land,personer
2010,44,2,alle,305,sysselsatte_kjonn_land,personer
2010,44,alle,0,7416,sysselsatte_kjonn_land,personer
2010,44,alle,1,8768,sysselsatte_kjonn_land,personer
2010,44,alle,alle,16184,sysselsatte_kjonn_land,personer
2010,45,1,0,97,sysselsatte_kjonn_land,personer
2010,45,1,1,170,sysselsatte_kjonn_land,personer
2010,45,1,alle,267,sysselsatte_kjonn_land,personer
2010,45,2,0,56,sysselsatte_kjonn_land,personer
2010,45,2,1,19,sysselsatte_kjonn_land,personer
2010,45,2,alle,75,sysselsatte_kjonn_land,personer
2010,45,alle,0,2653,sysselsatte_kjonn_land,personer
2010,45,alle,1,3204,sysselsatte_kjonn_land,personer
2010,45,alle,alle,5857,sysselsatte_kjonn_land,personer
2010,46,1,0,512,sysselsatte_kjonn_land,personer
2010,46,1,1,926,sysselsatte_kjonn_land,personer
2010,46,1,alle,1438,sysselsatte_kjonn_land,personer
2010,46,2,0,408,sysselsatte_kjonn_land,personer
2010,46,2,1,328,sysselsatte_kjonn_land,personer
2010,46,2,alle,736,sysselsatte_kjonn_land,personer
2010,46,alle,0,14502,sysselsatte_kjonn_land,personer
2010,46,alle,1,16929,sysselsatte_kjonn_land,personer
2010,46,alle,alle,31431,sysselsatte_kjonn_land,personer
2010,47,1,0,472,sysselsatte_kjonn_land,personer
2010,47,1,1,818,sysselsatte_kjonn_land,personer
2010,47,1,alle,1290,sysselsatte_kjonn_land,personer
2010,47,2,0,446,sysselsatte_kjonn_land,personer
2010,47,2,1,305,sysselsatte_kjonn_land,personer
2010,47,2,alle,751,sysselsatte_kjonn_land,personer
2010,47,alle,0,14087,sysselsatte_kjonn_land,personer
2010,47,alle,1,15780,sysselsatte_kjonn_land,personer
2010,47,alle,alle,29867,sysselsatte_kjonn_land,personer
2010,48,1,0,78,sysselsatte_kjonn_land,personer
2010,48,1,1,131,sysselsatte_kjonn_land,personer
2010,48,1,alle,209,sysselsatte_kjonn_land,personer
2010,48,2,0,35,sysselsatte_kjonn_land,personer
2010,48,2,1,20,sysselsatte_kjonn_land,personer
2010,48,2,alle,55,sysselsatte_kjonn_land,personer
2010,48,alle,0,1745,sysselsatte_kjonn_land,personer
2010,48,alle,1,2152,sysselsatte_kjonn_land,personer
2010,48,alle,alle,3897,sysselsatte_kjonn_land,personer
2010,49,1,0,362,sysselsatte_kjonn_land,personer
2010,49,1,1,690,sysselsatte_kjonn_land,personer
2010,49,1,alle,1052,sysselsatte_kjonn_land,personer
2010,49,2,0,228,sysselsatte_kjonn_land,personer
2010,49,2,1,162,sysselsatte_kjonn_land,personer
2010,49,2,alle,390,sysselsatte_kjonn_land,personer
2010,49,alle,0,7760,sysselsatte_kjonn_land,personer
2010,49,alle,1,9234,sysselsatte_kjonn_land,personer
2010,49,alle,alle,16994,sysselsatte_kjonn_land,personer
2010,50,1,0,336,sysselsatte_kjonn_land,personer
2010,50,1,1,507,sysselsatte_kjonn_land,personer
2010,50,1,alle,843,sysselsatte_kjonn_land,personer
2010,50,2,0,195,sysselsatte_kjonn_land,personer
2010,50,2,1,147,sysselsatte_kjonn_land,personer
2010,50,2,alle,342,sysselsatte_kjonn_land,personer
2010,50,alle,0,7921,sysselsatte_kjonn_land,personer
2010,50,alle,1,8983,sysselsatte_kjonn_land,personer
2010,50,alle,alle,16904,sysselsatte_kjonn_land,personer
2010,51,1,0,283,sysselsatte_kjonn_land,personer
2010,51,1,1,417,sysselsatte_kjonn_land,personer
2010,51,1,alle,700,sysselsatte_kjonn_land,personer
2010,51,2,0,251,sysselsatte_kjonn_land,personer
2010,51,2,1,235,sysselsatte_kjonn_land,personer
2010,51,2,alle,486,sysselsatte_kjonn_land,personer
2010,51,alle,0,8338,sysselsatte_kjonn_land,personer
2010,51,alle,1,9015,sysselsatte_kjonn_land,personer
2010,51,alle,alle,17353,sysselsatte_kjonn_land,personer
2010,52,1,0,458,sysselsatte_kjonn_land,personer
2010,52,1,1,722,sysselsatte_kjonn_land,personer
2010,52,1,alle,1180,sysselsatte_kjonn_land,personer
2010,52,2,0,435,sysselsatte_kjonn_land,personer
2010,52,2,1,313,sysselsatte_kjonn_land,personer
2010,52,2,alle,748,sysselsatte_kjonn_land,personer
2010,52,alle,0,14084,sysselsatte_kjonn_land,personer
2010,52,alle,1,16499,sysselsatte_kjonn_land,personer
